"","year","iso3","mmr","scenario"
"1856","2030","CMR",120.00462885928,"-0.129 (Fastest rate of change in region)"
"1857","2020","MDG",391.5,"-0.129 (Fastest rate of change in region)"
"1858","2021","MDG",343.972711952862,"-0.129 (Fastest rate of change in region)"
"1859","2022","MDG",302.215138105254,"-0.129 (Fastest rate of change in region)"
"1860","2023","MDG",265.526847119471,"-0.129 (Fastest rate of change in region)"
"1861","2024","MDG",233.292438569547,"-0.129 (Fastest rate of change in region)"
"1862","2025","MDG",204.971220364914,"-0.129 (Fastest rate of change in region)"
"1863","2026","MDG",180.088139313428,"-0.129 (Fastest rate of change in region)"
"1864","2027","MDG",158.225812695236,"-0.129 (Fastest rate of change in region)"
"1865","2028","MDG",139.017527187039,"-0.129 (Fastest rate of change in region)"
"1866","2029","MDG",122.141087702444,"-0.129 (Fastest rate of change in region)"
"1867","2030","MDG",107.313412970324,"-0.129 (Fastest rate of change in region)"
"1868","2020","COG",282.4,"-0.129 (Fastest rate of change in region)"
"1869","2021","COG",248.117225684517,"-0.129 (Fastest rate of change in region)"
"1870","2022","COG",217.996309070048,"-0.129 (Fastest rate of change in region)"
"1871","2023","COG",191.532009263189,"-0.129 (Fastest rate of change in region)"
"1872","2024","COG",168.280420567152,"-0.129 (Fastest rate of change in region)"
"1873","2025","COG",147.851526516096,"-0.129 (Fastest rate of change in region)"
"1874","2026","COG",129.902657834258,"-0.129 (Fastest rate of change in region)"
"1875","2027","COG",114.132744585273,"-0.129 (Fastest rate of change in region)"
"1876","2028","COG",100.277266098646,"-0.129 (Fastest rate of change in region)"
"1877","2029","COG",88.1038139646745,"-0.129 (Fastest rate of change in region)"
"1878","2030","COG",77.4081936725915,"-0.129 (Fastest rate of change in region)"
"1879","2020","COD",547.4,"-0.129 (Fastest rate of change in region)"
"1880","2021","COD",480.94677528224,"-0.129 (Fastest rate of change in region)"
"1881","2022","COD",422.560834224306,"-0.129 (Fastest rate of change in region)"
"1882","2023","COD",371.262825321069,"-0.129 (Fastest rate of change in region)"
"1883","2024","COD",326.192288308991,"-0.129 (Fastest rate of change in region)"
"1884","2025","COD",286.593221015974,"-0.129 (Fastest rate of change in region)"
"1885","2026","COD",251.801398365697,"-0.129 (Fastest rate of change in region)"
"1886","2027","COD",221.233230828536,"-0.129 (Fastest rate of change in region)"
"1887","2028","COD",194.375975433423,"-0.129 (Fastest rate of change in region)"
"1888","2029","COD",170.779135142574,"-0.129 (Fastest rate of change in region)"
"1889","2030","COD",150.04690232428,"-0.129 (Fastest rate of change in region)"
"1890","2020","MRT",463.8,"-0.129 (Fastest rate of change in region)"
"1891","2021","MRT",407.495641899713,"-0.129 (Fastest rate of change in region)"
"1892","2022","MRT",358.02651610017,"-0.129 (Fastest rate of change in region)"
"1893","2023","MRT",314.562839576017,"-0.129 (Fastest rate of change in region)"
"1894","2024","MRT",276.375563240245,"-0.129 (Fastest rate of change in region)"
"1895","2025","MRT",242.824143052993,"-0.129 (Fastest rate of change in region)"
"1896","2026","MRT",213.345795692383,"-0.129 (Fastest rate of change in region)"
"1897","2027","MRT",187.446058564624,"-0.129 (Fastest rate of change in region)"
"1898","2028","MRT",164.69049580932,"-0.129 (Fastest rate of change in region)"
"1899","2029","MRT",144.697411178527,"-0.129 (Fastest rate of change in region)"
"1900","2030","MRT",127.131445557181,"-0.129 (Fastest rate of change in region)"
"1901","2020","ERI",321.6,"-0.129 (Fastest rate of change in region)"
"1902","2021","ERI",282.558426983501,"-0.129 (Fastest rate of change in region)"
"1903","2022","ERI",248.256419960791,"-0.129 (Fastest rate of change in region)"
"1904","2023","ERI",218.118605449865,"-0.129 (Fastest rate of change in region)"
"1905","2024","ERI",191.639459116134,"-0.129 (Fastest rate of change in region)"
"1906","2025","ERI",168.374826230795,"-0.129 (Fastest rate of change in region)"
"1907","2026","ERI",147.934471527965,"-0.129 (Fastest rate of change in region)"
"1908","2027","ERI",129.975533493711,"-0.129 (Fastest rate of change in region)"
"1909","2028","ERI",114.196773290809,"-0.129 (Fastest rate of change in region)"
"1910","2029","ERI",100.333521852122,"-0.129 (Fastest rate of change in region)"
"1911","2030","ERI",88.1532403863506,"-0.129 (Fastest rate of change in region)"
"1912","2020","MLI",440.2,"-0.129 (Fastest rate of change in region)"
"1913","2021","MLI",386.760632954406,"-0.129 (Fastest rate of change in region)"
"1914","2022","MLI",339.808694237376,"-0.129 (Fastest rate of change in region)"
"1915","2023","MLI",298.556623504448,"-0.129 (Fastest rate of change in region)"
"1916","2024","MLI",262.312468603613,"-0.129 (Fastest rate of change in region)"
"1917","2025","MLI",230.468278939042,"-0.129 (Fastest rate of change in region)"
"1918","2026","MLI",202.489907856376,"-0.129 (Fastest rate of change in region)"
"1919","2027","MLI",177.908052997299,"-0.129 (Fastest rate of change in region)"
"1920","2028","MLI",156.310384336487,"-0.129 (Fastest rate of change in region)"
"1921","2029","MLI",137.334627858533,"-0.129 (Fastest rate of change in region)"
"1922","2030","MLI",120.662488862163,"-0.129 (Fastest rate of change in region)"
"1923","2020","TZA",238.3,"-0.129 (Fastest rate of change in region)"
"1924","2021","TZA",209.37087422316,"-0.129 (Fastest rate of change in region)"
"1925","2022","TZA",183.953684317962,"-0.129 (Fastest rate of change in region)"
"1926","2023","TZA",161.62208855318,"-0.129 (Fastest rate of change in region)"
"1927","2024","TZA",142.001502199548,"-0.129 (Fastest rate of change in region)"
"1928","2025","TZA",124.76281433706,"-0.129 (Fastest rate of change in region)"
"1929","2026","TZA",109.616867428838,"-0.129 (Fastest rate of change in region)"
"1930","2027","TZA",96.3096070632814,"-0.129 (Fastest rate of change in region)"
"1931","2028","TZA",84.6178205074622,"-0.129 (Fastest rate of change in region)"
"1932","2029","TZA",74.3453925912958,"-0.129 (Fastest rate of change in region)"
"1933","2030","TZA",65.3200161196124,"-0.129 (Fastest rate of change in region)"
"1934","2020","LBR",652.3,"-0.129 (Fastest rate of change in region)"
"1935","2021","LBR",573.11213283998,"-0.129 (Fastest rate of change in region)"
"1936","2022","LBR",503.537508521219,"-0.129 (Fastest rate of change in region)"
"1937","2023","LBR",442.409099300207,"-0.129 (Fastest rate of change in region)"
"1938","2024","LBR",388.701552181138,"-0.129 (Fastest rate of change in region)"
"1939","2025","LBR",341.513989895359,"-0.129 (Fastest rate of change in region)"
"1940","2026","LBR",300.054899806256,"-0.129 (Fastest rate of change in region)"
"1941","2027","LBR",263.628857269737,"-0.129 (Fastest rate of change in region)"
"1942","2028","LBR",231.624860751228,"-0.129 (Fastest rate of change in region)"
"1943","2029","LBR",203.506083035259,"-0.129 (Fastest rate of change in region)"
"1944","2030","LBR",178.800866616967,"-0.129 (Fastest rate of change in region)"
"1945","2020","GMB",458.2,"-0.129 (Fastest rate of change in region)"
"1946","2021","GMB",402.575470285572,"-0.129 (Fastest rate of change in region)"
"1947","2022","GMB",353.703643115779,"-0.129 (Fastest rate of change in region)"
"1948","2023","GMB",310.764754406492,"-0.129 (Fastest rate of change in region)"
"1949","2024","GMB",273.038557733248,"-0.129 (Fastest rate of change in region)"
"1950","2025","GMB",239.892243093751,"-0.129 (Fastest rate of change in region)"
"1951","2026","GMB",210.769822307568,"-0.129 (Fastest rate of change in region)"
"1952","2027","GMB",185.182803006276,"-0.129 (Fastest rate of change in region)"
"1953","2028","GMB",162.701994781868,"-0.129 (Fastest rate of change in region)"
"1954","2029","GMB",142.950310051749,"-0.129 (Fastest rate of change in region)"
"1955","2030","GMB",125.596438883787,"-0.129 (Fastest rate of change in region)"
"1956","2020","AGO",221.9,"-0.129 (Fastest rate of change in region)"
"1957","2021","AGO",194.96180021032,"-0.129 (Fastest rate of change in region)"
"1958","2022","AGO",171.293842006528,"-0.129 (Fastest rate of change in region)"
"1959","2023","AGO",150.499124842428,"-0.129 (Fastest rate of change in region)"
"1960","2024","AGO",132.22884321477,"-0.129 (Fastest rate of change in region)"
"1961","2025","AGO",116.176535884992,"-0.129 (Fastest rate of change in region)"
"1962","2026","AGO",102.072945373307,"-0.129 (Fastest rate of change in region)"
"1963","2027","AGO",89.6815014995474,"-0.129 (Fastest rate of change in region)"
"1964","2028","AGO",78.7943532127816,"-0.129 (Fastest rate of change in region)"
"1965","2029","AGO",69.2288821485881,"-0.129 (Fastest rate of change in region)"
"1966","2030","AGO",60.8246394332438,"-0.129 (Fastest rate of change in region)"
"1967","2020","NER",441.1,"-0.129 (Fastest rate of change in region)"
"1968","2021","NER",387.551374820965,"-0.129 (Fastest rate of change in region)"
"1969","2022","NER",340.503441681296,"-0.129 (Fastest rate of change in region)"
"1970","2023","NER",299.16703004955,"-0.129 (Fastest rate of change in region)"
"1971","2024","NER",262.848773060095,"-0.129 (Fastest rate of change in region)"
"1972","2025","NER",230.939477146777,"-0.129 (Fastest rate of change in region)"
"1973","2026","NER",202.903903578935,"-0.129 (Fastest rate of change in region)"
"1974","2027","NER",178.271790497748,"-0.129 (Fastest rate of change in region)"
"1975","2028","NER",156.629964858756,"-0.129 (Fastest rate of change in region)"
"1976","2029","NER",137.615411968194,"-0.129 (Fastest rate of change in region)"
"1977","2030","NER",120.909186363244,"-0.129 (Fastest rate of change in region)"
"1978","2020","BDI",494.4,"-0.129 (Fastest rate of change in region)"
"1979","2021","BDI",434.380865362695,"-0.129 (Fastest rate of change in region)"
"1980","2022","BDI",381.647929193455,"-0.129 (Fastest rate of change in region)"
"1981","2023","BDI",335.316662109493,"-0.129 (Fastest rate of change in region)"
"1982","2024","BDI",294.609914760623,"-0.129 (Fastest rate of change in region)"
"1983","2025","BDI",258.844882115998,"-0.129 (Fastest rate of change in region)"
"1984","2026","BDI",227.42165025941,"-0.129 (Fastest rate of change in region)"
"1985","2027","BDI",199.813133579884,"-0.129 (Fastest rate of change in region)"
"1986","2028","BDI",175.556233566468,"-0.129 (Fastest rate of change in region)"
"1987","2029","BDI",154.244070906994,"-0.129 (Fastest rate of change in region)"
"1988","2030","BDI",135.519160593942,"-0.129 (Fastest rate of change in region)"
"1989","2020","ETH",266.7,"-0.129 (Fastest rate of change in region)"
"1990","2021","ETH",234.323173123444,"-0.129 (Fastest rate of change in region)"
"1991","2022","ETH",205.876825881663,"-0.129 (Fastest rate of change in region)"
"1992","2023","ETH",180.883806198628,"-0.129 (Fastest rate of change in region)"
"1993","2024","ETH",158.924887270749,"-0.129 (Fastest rate of change in region)"
"1994","2025","ETH",139.631735558933,"-0.129 (Fastest rate of change in region)"
"1995","2026","ETH",122.68073245183,"-0.129 (Fastest rate of change in region)"
"1996","2027","ETH",107.787545966333,"-0.129 (Fastest rate of change in region)"
"1997","2028","ETH",94.7023614323968,"-0.129 (Fastest rate of change in region)"
"1998","2029","ETH",83.2056911628141,"-0.129 (Fastest rate of change in region)"
"1999","2030","ETH",73.1046928203971,"-0.129 (Fastest rate of change in region)"
"2000","2020","GIN",553.4,"-0.129 (Fastest rate of change in region)"
"2001","2021","GIN",486.218387725962,"-0.129 (Fastest rate of change in region)"
"2002","2022","GIN",427.192483850441,"-0.129 (Fastest rate of change in region)"
"2003","2023","GIN",375.332202288417,"-0.129 (Fastest rate of change in region)"
"2004","2024","GIN",329.767651352203,"-0.129 (Fastest rate of change in region)"
"2005","2025","GIN",289.734542400876,"-0.129 (Fastest rate of change in region)"
"2006","2026","GIN",254.561369849428,"-0.129 (Fastest rate of change in region)"
"2007","2027","GIN",223.658147498195,"-0.129 (Fastest rate of change in region)"
"2008","2028","GIN",196.50651224855,"-0.129 (Fastest rate of change in region)"
"2009","2029","GIN",172.651029206979,"-0.129 (Fastest rate of change in region)"
"2010","2030","GIN",151.691552331488,"-0.129 (Fastest rate of change in region)"
"2011","2020","NGA",1047,"-0.065 (90th percentile)"
"2012","2021","NGA",981.216747349534,"-0.065 (90th percentile)"
"2013","2022","NGA",919.566671708882,"-0.065 (90th percentile)"
"2014","2023","NGA",861.790084608621,"-0.065 (90th percentile)"
"2015","2024","NGA",807.643613866047,"-0.065 (90th percentile)"
"2016","2025","NGA",756.899178429098,"-0.065 (90th percentile)"
"2017","2026","NGA",709.343027631073,"-0.065 (90th percentile)"
"2018","2027","NGA",664.7748408092,"-0.065 (90th percentile)"
"2019","2028","NGA",623.006883494372,"-0.065 (90th percentile)"
"2020","2029","NGA",583.863216617687,"-0.065 (90th percentile)"
"2021","2030","NGA",547.178955402715,"-0.065 (90th percentile)"
"2022","2020","CPV",42.24,"-0.065 (90th percentile)"
"2023","2021","CPV",39.5860510105485,"-0.065 (90th percentile)"
"2024","2022","CPV",37.0988502511778,"-0.065 (90th percentile)"
"2025","2023","CPV",34.7679208919467,"-0.065 (90th percentile)"
"2026","2024","CPV",32.5834443645671,"-0.065 (90th percentile)"
"2027","2025","CPV",30.5362190036725,"-0.065 (90th percentile)"
"2028","2026","CPV",28.6176212866634,"-0.065 (90th percentile)"
"2029","2027","CPV",26.819569508864,"-0.065 (90th percentile)"
"2030","2028","CPV",25.1344897409764,"-0.065 (90th percentile)"
"2031","2029","CPV",23.5552839254356,"-0.065 (90th percentile)"
"2032","2030","CPV",22.0752999772786,"-0.065 (90th percentile)"
"2033","2020","GNB",725.1,"-0.065 (90th percentile)"
"2034","2021","GNB",679.541798952385,"-0.065 (90th percentile)"
"2035","2022","GNB",636.846030235062,"-0.065 (90th percentile)"
"2036","2023","GNB",596.832846561329,"-0.065 (90th percentile)"
"2037","2024","GNB",559.333700491185,"-0.065 (90th percentile)"
"2038","2025","GNB",524.190634459349,"-0.065 (90th percentile)"
"2039","2026","GNB",491.255615410976,"-0.065 (90th percentile)"
"2040","2027","GNB",460.38991124236,"-0.065 (90th percentile)"
"2041","2028","GNB",431.463506420028,"-0.065 (90th percentile)"
"2042","2029","GNB",404.354554316604,"-0.065 (90th percentile)"
"2043","2030","GNB",378.948863956551,"-0.065 (90th percentile)"
"2044","2020","CAF",835.3,"-0.065 (90th percentile)"
"2045","2021","CAF",782.81790741267,"-0.065 (90th percentile)"
"2046","2022","CAF",733.633276865739,"-0.065 (90th percentile)"
"2047","2023","CAF",687.538928054996,"-0.065 (90th percentile)"
"2048","2024","CAF",644.340697862759,"-0.065 (90th percentile)"
"2049","2025","CAF",603.856622485029,"-0.065 (90th percentile)"
"2050","2026","CAF",565.916170945784,"-0.065 (90th percentile)"
"2051","2027","CAF",530.359526769747,"-0.065 (90th percentile)"
"2052","2028","CAF",497.036914787821,"-0.065 (90th percentile)"
"2053","2029","CAF",465.807970239497,"-0.065 (90th percentile)"
"2054","2030","CAF",436.541147514697,"-0.065 (90th percentile)"
"2055","2020","TCD",1063,"-0.065 (90th percentile)"
"2056","2021","TCD",996.211463641409,"-0.065 (90th percentile)"
"2057","2022","TCD",933.619266500995,"-0.065 (90th percentile)"
"2058","2023","TCD",874.959751613146,"-0.065 (90th percentile)"
"2059","2024","TCD",819.985827640504,"-0.065 (90th percentile)"
"2060","2025","TCD",768.465928051701,"-0.065 (90th percentile)"
"2061","2026","TCD",720.183035694203,"-0.065 (90th percentile)"
"2062","2027","TCD",674.933768653467,"-0.065 (90th percentile)"
"2063","2028","TCD",632.527523547772,"-0.065 (90th percentile)"
"2064","2029","TCD",592.785672650049,"-0.065 (90th percentile)"
"2065","2030","TCD",555.540811454715,"-0.065 (90th percentile)"
"2066","2020","DZA",77.69,"-0.065 (90th percentile)"
"2067","2021","DZA",72.8087192947329,"-0.065 (90th percentile)"
"2068","2022","DZA",68.2341305874528,"-0.065 (90th percentile)"
"2069","2023","DZA",63.9469643488479,"-0.065 (90th percentile)"
"2070","2024","DZA",59.929161758599,"-0.065 (90th percentile)"
"2071","2025","DZA",56.1637986362527,"-0.065 (90th percentile)"
"2072","2026","DZA",52.6350141515359,"-0.065 (90th percentile)"
"2073","2027","DZA",49.3279440138173,"-0.065 (90th percentile)"
"2074","2028","DZA",46.2286578592911,"-0.065 (90th percentile)"
"2075","2029","DZA",43.3241005721376,"-0.065 (90th percentile)"
"2076","2030","DZA",40.6020372924899,"-0.065 (90th percentile)"
"2077","2020","SSD",1223,"-0.065 (90th percentile)"
"2078","2021","SSD",1146.15862656015,"-0.065 (90th percentile)"
"2079","2022","SSD",1074.14521442212,"-0.065 (90th percentile)"
"2080","2023","SSD",1006.6564216584,"-0.065 (90th percentile)"
"2081","2024","SSD",943.407965385076,"-0.065 (90th percentile)"
"2082","2025","SSD",884.133424277733,"-0.065 (90th percentile)"
"2083","2026","SSD",828.583116325504,"-0.065 (90th percentile)"
"2084","2027","SSD",776.523047096133,"-0.065 (90th percentile)"
"2085","2028","SSD",727.733924081774,"-0.065 (90th percentile)"
"2086","2029","SSD",682.010232973668,"-0.065 (90th percentile)"
"2087","2030","SSD",639.15937197471,"-0.065 (90th percentile)"
"2088","2020","ZAF",126.8,"-0.065 (90th percentile)"
"2089","2021","ZAF",118.833126613105,"-0.065 (90th percentile)"
"2090","2022","ZAF",111.366813727494,"-0.065 (90th percentile)"
"2091","2023","ZAF",104.369611010863,"-0.065 (90th percentile)"
"2092","2024","ZAF",97.8120441625737,"-0.065 (90th percentile)"
"2093","2025","ZAF",91.6664907591305,"-0.065 (90th percentile)"
"2094","2026","ZAF",85.9070639003057,"-0.065 (90th percentile)"
"2095","2027","ZAF",80.5095031658133,"-0.065 (90th percentile)"
"2096","2028","ZAF",75.4510724231962,"-0.065 (90th percentile)"
"2097","2029","ZAF",70.7104640564687,"-0.065 (90th percentile)"
"2098","2030","ZAF",66.2677092120958,"-0.065 (90th percentile)"
"2099","2020","STP",146.2,"-0.065 (90th percentile)"
"2100","2021","STP",137.014220117003,"-0.065 (90th percentile)"
"2101","2022","STP",128.405584912931,"-0.065 (90th percentile)"
"2102","2023","STP",120.337832253849,"-0.065 (90th percentile)"
"2103","2024","STP",112.776978364103,"-0.065 (90th percentile)"
"2104","2025","STP",105.691174676537,"-0.065 (90th percentile)"
"2105","2026","STP",99.0505736768509,"-0.065 (90th percentile)"
"2106","2027","STP",92.8272031769867,"-0.065 (90th percentile)"
"2107","2028","STP",86.9948484879438,"-0.065 (90th percentile)"
"2108","2029","STP",81.5289419957075,"-0.065 (90th percentile)"
"2109","2030","STP",76.4064596751452,"-0.065 (90th percentile)"
"2110","2020","BWA",185.9,"-0.065 (90th percentile)"
"2111","2021","BWA",174.219859916216,"-0.065 (90th percentile)"
"2112","2022","BWA",163.273585740861,"-0.065 (90th percentile)"
"2113","2023","BWA",153.015068508828,"-0.065 (90th percentile)"
"2114","2024","BWA",143.401096291975,"-0.065 (90th percentile)"
"2115","2025","BWA",134.391172177621,"-0.065 (90th percentile)"
"2116","2026","BWA",125.947343683492,"-0.065 (90th percentile)"
"2117","2027","BWA",118.034042890573,"-0.065 (90th percentile)"
"2118","2028","BWA",110.617936620443,"-0.065 (90th percentile)"
"2119","2029","BWA",103.667786026006,"-0.065 (90th percentile)"
"2120","2030","BWA",97.1543150041689,"-0.065 (90th percentile)"
"2121","2020","GAB",226.6,"-0.065 (90th percentile)"
"2122","2021","GAB",212.362669483672,"-0.065 (90th percentile)"
"2123","2022","GAB",199.019873743298,"-0.065 (90th percentile)"
"2124","2023","GAB",186.515408951589,"-0.065 (90th percentile)"
"2125","2024","GAB",174.796602580751,"-0.065 (90th percentile)"
"2126","2025","GAB",163.814091530118,"-0.065 (90th percentile)"
"2127","2026","GAB",153.521614194079,"-0.065 (90th percentile)"
"2128","2027","GAB",143.875815594427,"-0.065 (90th percentile)"
"2129","2028","GAB",134.83606475628,"-0.065 (90th percentile)"
"2130","2029","GAB",126.364283558326,"-0.065 (90th percentile)"
"2131","2030","GAB",118.424786336443,"-0.065 (90th percentile)"
"2132","2020","ZWE",356.8,"-0.065 (90th percentile)"
"2133","2021","ZWE",334.3821733088,"-0.065 (90th percentile)"
"2134","2022","ZWE",313.372863864116,"-0.065 (90th percentile)"
"2135","2023","ZWE",293.683574200913,"-0.065 (90th percentile)"
"2136","2024","ZWE",275.231367170397,"-0.065 (90th percentile)"
"2137","2025","ZWE",257.938516584052,"-0.065 (90th percentile)"
"2138","2026","ZWE",241.7321798078,"-0.065 (90th percentile)"
"2139","2027","ZWE",226.544090927147,"-0.065 (90th percentile)"
"2140","2028","ZWE",212.310273190823,"-0.065 (90th percentile)"
"2141","2029","ZWE",198.970769521672,"-0.065 (90th percentile)"
"2142","2030","ZWE",186.469389959588,"-0.065 (90th percentile)"
"2143","2020","ZMB",134.7,"-0.065 (90th percentile)"
"2144","2021","ZMB",126.236767782218,"-0.065 (90th percentile)"
"2145","2022","ZMB",118.3052824061,"-0.065 (90th percentile)"
"2146","2023","ZMB",110.872134094347,"-0.065 (90th percentile)"
"2147","2024","ZMB",103.906012213712,"-0.065 (90th percentile)"
"2148","2025","ZMB",97.3775733852908,"-0.065 (90th percentile)"
"2149","2026","ZMB",91.2593178814762,"-0.065 (90th percentile)"
"2150","2027","ZMB",85.52547378892,"-0.065 (90th percentile)"
"2151","2028","ZMB",80.1518884495625,"-0.065 (90th percentile)"
"2152","2029","ZMB",75.1159267224474,"-0.065 (90th percentile)"
"2153","2030","ZMB",70.3963756377705,"-0.065 (90th percentile)"
"2154","2020","GNQ",212.3,"-0.065 (90th percentile)"
"2155","2021","GNQ",198.961141797809,"-0.065 (90th percentile)"
"2156","2022","GNQ",186.460367147847,"-0.065 (90th percentile)"
"2157","2023","GNQ",174.745019066294,"-0.065 (90th percentile)"
"2158","2024","GNQ",163.76574901983,"-0.065 (90th percentile)"
"2159","2025","GNQ",153.476309054916,"-0.065 (90th percentile)"
"2160","2026","GNQ",143.833356987657,"-0.065 (90th percentile)"
"2161","2027","GNQ",134.796273833613,"-0.065 (90th percentile)"
"2162","2028","GNQ",126.326992708553,"-0.065 (90th percentile)"
"2163","2029","GNQ",118.389838479403,"-0.065 (90th percentile)"
"2164","2030","GNQ",110.951377489968,"-0.065 (90th percentile)"
"2165","2020","NAM",214.6,"-0.065 (90th percentile)"
"2166","2021","NAM",201.116632264766,"-0.065 (90th percentile)"
"2167","2022","NAM",188.480427649213,"-0.065 (90th percentile)"
"2168","2023","NAM",176.638158698195,"-0.065 (90th percentile)"
"2169","2024","NAM",165.539942249908,"-0.065 (90th percentile)"
"2170","2025","NAM",155.139029313166,"-0.065 (90th percentile)"
"2171","2026","NAM",145.391608146732,"-0.065 (90th percentile)"
"2172","2027","NAM",136.256619711227,"-0.065 (90th percentile)"
"2173","2028","NAM",127.695584716229,"-0.065 (90th percentile)"
"2174","2029","NAM",119.672441534055,"-0.065 (90th percentile)"
"2175","2030","NAM",112.153394297443,"-0.065 (90th percentile)"
"2176","2020","COM",217,"-0.065 (90th percentile)"
"2177","2021","COM",203.365839708547,"-0.065 (90th percentile)"
"2178","2022","COM",190.58831686803,"-0.065 (90th percentile)"
"2179","2023","COM",178.613608748874,"-0.065 (90th percentile)"
"2180","2024","COM",167.391274316077,"-0.065 (90th percentile)"
"2181","2025","COM",156.874041756556,"-0.065 (90th percentile)"
"2182","2026","COM",147.017609356201,"-0.065 (90th percentile)"
"2183","2027","COM",137.780458887867,"-0.065 (90th percentile)"
"2184","2028","COM",129.123680724239,"-0.065 (90th percentile)"
"2185","2029","COM",121.010809938909,"-0.065 (90th percentile)"
"2186","2030","COM",113.407672705243,"-0.065 (90th percentile)"
"2187","2020","UGA",284.1,"-0.065 (90th percentile)"
"2188","2021","UGA",266.249931157596,"-0.065 (90th percentile)"
"2189","2022","UGA",249.521386277453,"-0.065 (90th percentile)"
"2190","2023","UGA",233.843899749101,"-0.065 (90th percentile)"
"2191","2024","UGA",219.151433332707,"-0.065 (90th percentile)"
"2192","2025","UGA",205.382097986348,"-0.065 (90th percentile)"
"2193","2026","UGA",192.477893170953,"-0.065 (90th percentile)"
"2194","2027","UGA",180.38446253476,"-0.065 (90th percentile)"
"2195","2028","UGA",169.050864948186,"-0.065 (90th percentile)"
"2196","2029","UGA",158.429359924627,"-0.065 (90th percentile)"
"2197","2030","UGA",148.475206523316,"-0.065 (90th percentile)"
"2198","2020","BEN",522.6,"-0.065 (90th percentile)"
"2199","2021","BEN",489.764920883349,"-0.065 (90th percentile)"
"2200","2022","BEN",458.992877397385,"-0.065 (90th percentile)"
"2201","2023","BEN",430.154248535306,"-0.065 (90th percentile)"
"2202","2024","BEN",403.12755740821,"-0.065 (90th percentile)"
"2203","2025","BEN",377.798959548277,"-0.065 (90th percentile)"
"2204","2026","BEN",354.061763361986,"-0.065 (90th percentile)"
"2205","2027","BEN",331.81598071336,"-0.065 (90th percentile)"
"2206","2028","BEN",310.967905744182,"-0.065 (90th percentile)"
"2207","2029","BEN",291.429720157023,"-0.065 (90th percentile)"
"2208","2030","BEN",273.119123298433,"-0.065 (90th percentile)"
"2209","2020","CIV",479.9,"-0.065 (90th percentile)"
"2210","2021","CIV",449.747771779409,"-0.065 (90th percentile)"
"2211","2022","CIV",421.490015045934,"-0.065 (90th percentile)"
"2212","2023","CIV",395.007699716979,"-0.065 (90th percentile)"
"2213","2024","CIV",370.189274397627,"-0.065 (90th percentile)"
"2214","2025","CIV",346.930196492955,"-0.065 (90th percentile)"
"2215","2026","CIV",325.132491843507,"-0.065 (90th percentile)"
"2216","2027","CIV",304.704342028973,"-0.065 (90th percentile)"
"2217","2028","CIV",285.559697601671,"-0.065 (90th percentile)"
"2218","2029","CIV",267.617915620657,"-0.065 (90th percentile)"
"2219","2030","CIV",250.803419959659,"-0.065 (90th percentile)"
"2220","2020","TGO",399,"-0.065 (90th percentile)"
"2221","2021","TGO",373.930737528619,"-0.065 (90th percentile)"
"2222","2022","TGO",350.436582628313,"-0.065 (90th percentile)"
"2223","2023","TGO",328.418570925348,"-0.065 (90th percentile)"
"2224","2024","TGO",307.783956000528,"-0.065 (90th percentile)"
"2225","2025","TGO",288.445818713668,"-0.065 (90th percentile)"
"2226","2026","TGO",270.322701074306,"-0.065 (90th percentile)"
"2227","2027","TGO",253.3382631164,"-0.065 (90th percentile)"
"2228","2028","TGO",237.420961331666,"-0.065 (90th percentile)"
"2229","2029","TGO",222.503747307027,"-0.065 (90th percentile)"
"2230","2030","TGO",208.523785296737,"-0.065 (90th percentile)"
"2231","2020","GHA",263.1,"-0.065 (90th percentile)"
"2232","2021","GHA",246.56936602451,"-0.065 (90th percentile)"
"2233","2022","GHA",231.077355612805,"-0.065 (90th percentile)"
"2234","2023","GHA",216.558711805662,"-0.065 (90th percentile)"
"2235","2024","GHA",202.952277753731,"-0.065 (90th percentile)"
"2236","2025","GHA",190.200739106682,"-0.065 (90th percentile)"
"2237","2026","GHA",178.250382588095,"-0.065 (90th percentile)"
"2238","2027","GHA",167.05086973916,"-0.065 (90th percentile)"
"2239","2028","GHA",156.555024878099,"-0.065 (90th percentile)"
"2240","2029","GHA",146.718636382152,"-0.065 (90th percentile)"
"2241","2030","GHA",137.500270455066,"-0.065 (90th percentile)"
"2242","2020","BFA",263.8,"-0.065 (90th percentile)"
"2243","2021","BFA",247.22538486228,"-0.065 (90th percentile)"
"2244","2022","BFA",231.69215663496,"-0.065 (90th percentile)"
"2245","2023","BFA",217.13488473711,"-0.065 (90th percentile)"
"2246","2024","BFA",203.492249606364,"-0.065 (90th percentile)"
"2247","2025","BFA",190.70678440267,"-0.065 (90th percentile)"
"2248","2026","BFA",178.724632940857,"-0.065 (90th percentile)"
"2249","2027","BFA",167.495322832347,"-0.065 (90th percentile)"
"2250","2028","BFA",156.971552880435,"-0.065 (90th percentile)"
"2251","2029","BFA",147.108993833568,"-0.065 (90th percentile)"
"2252","2030","BFA",137.866101657341,"-0.065 (90th percentile)"
"2253","2020","MUS",84.36,"-0.065 (90th percentile)"
"2254","2021","MUS",79.059641648908,"-0.065 (90th percentile)"
"2255","2022","MUS",74.0923060414148,"-0.065 (90th percentile)"
"2256","2023","MUS",69.4370692813594,"-0.065 (90th percentile)"
"2257","2024","MUS",65.0743221258259,"-0.065 (90th percentile)"
